ID_participant	ID_partner	ID_group	ID_dyad	ID_gesture	t0	t1	size.rh	size.lh	size	traj.rh	traj.lh	traj	ampl_y.rh	ampl_y.lh	ampl_y	ampl_x.rh	ampl_x.lh	ampl_x	peak_velo.rh	peak_velo.lh	peak_velo	apex.rh	apex.lh	hand	nonref	icon	metaph	deixis	conv	phrase_position	phrase_ID	label_participant	label_partner	condition
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_22	94120	95236	0.853	0.647	0.853	2.345	2.478	2.478	0.937	0.567	0.937	0.596	0.935	0.935	2.923	3.764	3.764	94580	94460	both	no	no	yes	no	no	no	phrase_16	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_23	96960	98319	0.632	0.597	0.632	4.598	2.71	4.598	1.069	0.569	1.069	0.377	0.868	0.868	4.594	2.808	4.594	200760	97440	both	no	no	yes	no	no	first	phrase_17	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_24	98319	101447	0.487	0.715	0.715	2.929	3.365	3.365	0.358	0.552	0.552	0.643	0.797	0.797	1.618	2.258	2.258	99760	101440	both	no	no	yes	no	no	middle	phrase_17	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_25	101447	104340	0.144	0.625	0.625	0.905	1.734	1.734	0.332	0.766	0.766	0.164	0.792	0.792	0.338	1.062	1.062	101920	101820	both	no	no	yes	no	no	middle	phrase_17	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_26	104340	105360	0.168	0.637	0.637	0.943	1.743	1.743	0.215	0.871	0.871	0.363	0.852	0.852	1.35	1.838	1.838	105280	104980	both	no	no	yes	abstract	no	middle	phrase_17	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_27	105360	107760	0.054	0.591	0.591	0.565	2.721	2.721	-0.146	1.029	1.029	0.363	0.762	0.762	0.184	3.355	3.355	105360	105800	left	no	no	yes	no	no	last	phrase_17	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_28	109396	110981	0.928	0.247	0.928	2.783	1.838	2.783	0.529	0.546	0.546	1.145	0.552	1.145	3.457	2.425	3.457	110080	110160	both	no	yes	no	no	no	no	phrase_18	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_29	112731	113716	0.058	0.507	0.058	0.725	2.369	0.725	-0.069	0.565	-0.069	0.303	0.51	0.303	0.854	3.691	0.854	113100	113400	right	no	no	yes	no	no	no	phrase_19	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_3	9157	10705	0.676	0.549	0.676	2.92	2.564	2.92	0.464	0.571	0.571	0.89	0.872	0.89	3.663	2.755	3.663	10000	9860	both	no	no	yes	no	no	last	phrase_2	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_30	114924	116132	0.455	0.412	0.455	2.638	2.088	2.638	0.288	0.516	0.516	0.849	0.841	0.849	3.096	2.668	3.096	115780	115680	both	yes	no	no	no	no	no	phrase_20	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_31	119018	119981	1.188	0.071	1.188	3.649	0.796	3.649	1.119	0.011	1.119	0.835	0.356	0.835	5.259	1.354	5.259	119500	222860	right	no	no	yes	no	no	no	phrase_21	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_32	129396	130509	0.393	0.008	0.393	1.897	0.341	1.897	0.399	-0.228	0.399	0.455	0.36	0.455	3.618	0.229	3.618	129900	222920	right	no	no	no	abstract	no	no	phrase_22	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_33	140115	140467	0.304	0.007	0.304	1.653	0.227	1.653	0.466	-0.223	0.466	0.431	0.342	0.431	3.357	0.254	3.357	140460	224480	right	no	no	no	abstract	no	no	phrase_23	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_34	141737	143040	0.666	0.01	0.666	2.536	0.321	2.536	0.683	-0.227	0.683	0.564	0.345	0.564	3.504	0.312	3.504	142460	226020	right	no	no	no	abstract	no	no	phrase_24	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_35	144610	146053	0.486	0.496	0.496	2.271	2.586	2.586	0.316	0.419	0.419	0.709	0.961	0.961	3.337	2.939	3.337	145460	145300	both	no	no	yes	no	no	no	phrase_25	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_36	151868	152614	0.115	0.09	0.115	1.108	1.07	1.108	0.047	0.018	0.047	0.176	0.504	0.504	1.602	1.502	1.602	152520	152560	both	yes	no	no	no	no	no	phrase_26	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_37	153844	157065	0.684	0.212	0.684	3.985	3.025	3.985	0.886	0.518	0.886	0.484	0.491	0.491	4.499	3.107	4.499	154960	154140	both	no	no	yes	no	no	no	phrase_27	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_39	184012	184631	0.198	0.023	0.198	1.144	0.426	1.144	0.771	-0.166	0.771	0.242	0.408	0.408	3.843	0.974	3.843	184020	184300	both	yes	no	no	no	no	first	phrase_29	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_4	16473	17400	0.872	0.007	0.872	2.799	0.302	2.799	0.634	-0.18	0.634	0.997	0.28	0.997	4.23	0.322	4.23	16980	16640	right	no	no	no	abstract	no	first	phrase_3	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_40	184810	185452	0.221	0.005	0.221	0.735	0.184	0.735	0.168	-0.252	0.168	0.594	0.349	0.594	1.997	0.604	1.997	185440	184940	right	no	no	yes	abstract	no	middle	phrase_29	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_41	185452	186919	0.09	0.002	0.09	0.832	0.205	0.832	0.413	-0.277	0.413	0.594	0.281	0.594	1.39	0.316	1.39	185860	185960	right	no	no	yes	abstract	no	middle	phrase_29	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_42	186919	188548	0.051	0.004	0.051	0.71	0.202	0.71	0.31	-0.293	0.31	0.646	0.285	0.646	0.928	0.266	0.928	187300	187180	right	no	no	yes	no	no	middle	phrase_29	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_43	188548	189315	0.002	0.003	0.002	0.116	0.184	0.116	0.096	-0.262	0.096	0.442	0.284	0.442	0.372	0.834	0.372	188560	188560	right	yes	no	no	no	no	middle	phrase_29	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_44	189315	190368	0.191	0.117	0.191	1.058	1.215	1.215	0.155	0.162	0.162	0.421	0.497	0.497	2.417	1.944	2.417	190000	189880	both	yes	no	no	no	no	last	phrase_29	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_45	193557	194505	0.33	0.01	0.33	2.373	0.217	2.373	0.964	-0.093	0.964	0.31	0.269	0.31	4.32	0.415	4.32	194160	193760	right	yes	no	no	no	no	no	phrase_30	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_46	205778	207463	1.409	0.808	1.409	3.661	3.062	3.661	0.758	0.595	0.758	1.191	0.591	1.191	4.354	4.104	4.354	206700	206760	both	no	no	yes	abstract	no	no	phrase_31	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_47	207831	208884	0.947	0.239	0.947	2.83	1.711	2.83	0.634	0.312	0.634	1.011	0.599	1.011	4.243	3.114	4.243	208340	208340	both	no	no	yes	abstract	no	no	phrase_32	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_48	237263	238789	0.226	0.239	0.239	1.528	1.435	1.528	0.196	0.511	0.511	0.557	0.649	0.649	2.193	1.954	2.193	237680	238360	both	no	no	yes	no	no	first	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_49	238789	239800	0	0.111	0.111	0.05	0.649	0.649	-0.129	0.627	0.627	0.273	0.766	0.766	0.139	1.791	1.791	239660	239440	left	no	no	yes	no	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_5	17400	18863	0.736	0.996	0.996	5.016	5.359	5.359	0.585	0.631	0.631	1.031	0.787	1.031	4.404	3.176	4.404	18140	80520	both	no	no	yes	no	no	last	phrase_3	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_50	239800	240694	0.161	0.162	0.162	0.914	1.192	1.192	0.226	0.514	0.514	0.724	0.843	0.843	1.781	2.219	2.219	240260	240260	both	no	no	yes	no	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_51	240694	242140	0.132	0.057	0.132	1.132	0.952	1.132	0.609	0.674	0.674	0.615	0.543	0.615	1.723	1.368	1.723	241300	241260	both	no	no	yes	no	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_52	242140	243314	0.085	0.101	0.101	0.905	0.987	0.987	0.307	0.346	0.346	0.839	0.539	0.839	1.576	1.987	1.987	242560	242280	both	no	no	yes	abstract	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_53	243314	245526	0.594	0.149	0.594	2.453	1.603	2.453	0.738	0.526	0.738	1.157	0.353	1.157	3.364	1.972	3.364	243960	243600	both	no	no	yes	abstract	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_54	245821	252260	0.897	0.321	0.897	6.028	4.99	6.028	0.914	0.493	0.914	0.931	0.585	0.931	2.292	1.957	2.292	247080	250660	both	no	no	yes	no	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_55	252462	253547	0.212	0.075	0.212	1.288	0.678	1.288	0.817	0.369	0.817	0.383	0.536	0.536	2.447	1.554	2.447	253200	253460	both	yes	no	no	no	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_56	253547	254314	0.361	0.106	0.361	1.189	0.887	1.189	0.542	0.375	0.542	0.908	0.497	0.908	2.681	2.108	2.681	253900	253560	both	no	no	yes	abstract	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_57	254314	256686	0.269	0.225	0.269	2.73	2.439	2.73	0.635	0.621	0.635	0.818	0.413	0.818	2.609	2.437	2.609	254920	254980	both	no	no	yes	abstract	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_58	256686	258372	0.085	0.03	0.085	0.754	0.451	0.754	0.625	0.386	0.625	0.578	0.389	0.578	2.316	1.002	2.316	256700	256760	both	yes	no	no	no	no	middle	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_59	258372	260462	0.416	0.186	0.416	2.305	1.422	2.305	0.649	0.524	0.649	0.767	0.492	0.767	3.32	2.335	3.32	260120	259540	both	no	no	yes	abstract	no	last	phrase_33	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_6	43115	44378	1.258	0.807	1.258	3.418	3.635	3.635	0.864	1.036	1.036	1.043	0.876	1.043	4.036	5.036	5.036	43820	43920	both	no	no	yes	no	no	no	phrase_4	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_60	262281	263014	0.221	0.237	0.237	1.326	1.38	1.38	0.215	0.277	0.277	0.538	0.784	0.784	2.856	2.683	2.856	262680	262660	both	yes	no	no	no	no	no	phrase_34	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_61	263816	266549	0.038	0.08	0.08	0.391	0.89	0.89	-0.121	0.474	0.474	0.245	0.361	0.361	0.727	1.495	1.495	264660	266540	left	no	no	yes	no	no	no	phrase_35	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_62	267718	268014	0.008	0.048	0.008	0.344	0.563	0.344	0.184	0.857	0.184	0.247	0.413	0.247	2.482	3.401	2.482	268000	267800	right	no	no	no	concrete	no	no	phrase_36	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_63	269508	270398	0.702	0.283	0.702	2.374	1.272	2.374	0.483	0.623	0.623	0.995	0.6	0.995	4.609	2.767	4.609	270020	269640	both	no	no	yes	no	no	no	phrase_37	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_7	46974	47325	0.244	0.021	0.244	1.367	0.343	1.367	0.251	-0.19	0.251	0.488	0.364	0.488	2.43	0.681	2.43	47320	47280	right	no	no	yes	no	no	no	phrase_5	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_8	48461	49136	0.317	0.02	0.317	1.234	0.223	1.234	0.771	-0.19	0.771	0.29	0.353	0.29	2.766	0.476	2.766	48600	48620	right	yes	no	no	no	no	no	phrase_6	L2	L1	L2-L1
0510_1700_B	0510_1700_C	0510_1700	0510_1700_CB	sem_9	51757	53305	0.069	0.024	0.069	0.931	0.874	0.931	-0.106	-0.147	-0.147	0.373	0.484	0.484	1.253	0.966	1.253	52760	52200	both	yes	no	no	no	no	no	phrase_7	L2	L1	L2-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_1	34103	35742	0.132	0.474	0.474	1.135	2.86	2.86	0.091	0.664	0.664	0.32	0.441	0.441	0.986	2.279	2.279	34120	35740	left	no	no	yes	no	no	no	phrase_1	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_10	125226	126523	0.019	0.22	0.22	0.561	1.574	1.574	-0.106	0.144	0.144	0.22	0.707	0.707	0.666	1.869	1.869	177840	125940	left	no	no	yes	abstract	no	no	phrase_8	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_11	130058	130965	0.007	0.224	0.224	0.464	1.292	1.292	-0.127	0.39	0.39	0.222	0.627	0.627	0.378	1.44	1.44	178000	130540	left	no	no	yes	no	no	no	phrase_9	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_12	153209	154750	0.416	0.078	0.416	2.479	1.41	2.479	0.163	0.037	0.163	0.561	0.56	0.561	2.325	1.626	2.325	153560	180200	right	no	no	yes	no	no	first	phrase_10	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_13	154750	155810	0.324	0.06	0.324	2.035	1.326	2.035	0.432	0.038	0.432	0.28	0.435	0.28	2.135	1.082	2.135	155120	184420	right	no	no	yes	no	no	last	phrase_10	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_14	157660	159279	0.215	0.035	0.215	2.541	1.009	2.541	0.685	-0.018	0.685	0.201	0.442	0.201	1.912	0.932	1.912	158660	186500	right	no	no	yes	no	no	no	phrase_11	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_15	209418	211116	0.209	0.722	0.722	1.744	2.428	2.428	0.278	0.944	0.944	0.505	0.724	0.724	2.22	1.895	2.22	210220	240360	both	no	no	yes	no	no	no	phrase_12	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_16	219534	222279	0.014	0.518	0.518	0.803	5.183	5.183	-0.108	0.948	0.948	0.157	0.558	0.558	0.406	3.585	3.585	242140	241400	left	yes	no	no	no	no	first	phrase_13	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_17	222279	223270	0.028	0.211	0.211	0.568	1.914	1.914	-0.088	0.39	0.39	0.219	0.465	0.465	0.57	2.574	2.574	245200	223260	left	no	no	yes	no	no	middle	phrase_13	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_18	223270	224430	0.018	0.193	0.193	0.62	2.03	2.03	-0.17	0.391	0.391	0.16	0.431	0.431	0.46	1.778	1.778	248920	249520	left	no	no	yes	abstract	no	middle	phrase_13	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_19	224430	226023	0.011	0.54	0.54	0.767	4.122	4.122	-0.128	0.625	0.625	0.099	0.569	0.569	0.453	4.07	4.07	253760	253380	left	no	no	yes	no	no	last	phrase_13	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_2	36489	38142	0.273	0.902	0.902	1.997	3.026	3.026	0.629	1.501	1.501	0.208	0.793	0.793	2.157	3.055	3.055	37620	36500	both	no	no	yes	no	no	no	phrase_2	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_20	226418	228000	0.01	0.314	0.314	0.561	3.568	3.568	-0.118	0.677	0.677	0.117	0.475	0.475	0.544	4.469	4.469	257760	227520	left	no	no	yes	abstract	no	no	phrase_14	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_21	229767	231534	0.022	0.589	0.589	1.105	4.443	4.443	-0.078	0.703	0.703	0.174	0.414	0.414	0.659	4.072	4.072	258380	229780	left	no	no	yes	no	no	no	phrase_15	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_3	50345	50951	0.052	0.063	0.063	0.826	1.294	1.294	-0.009	0.157	0.157	0.164	0.352	0.352	1.071	1.848	1.848	79880	79920	left	yes	no	no	no	no	no	phrase_3	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_4	84640	87100	0.494	0.03	0.494	2.735	1.394	2.735	0.853	-0.008	0.853	0.278	0.399	0.278	2.044	1.011	2.044	84780	80300	right	no	no	no	no	yes	no	phrase_4	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_5	98460	99900	0.693	0.031	0.693	3.077	0.736	3.077	0.853	-0.061	0.853	0.409	0.43	0.409	2.423	1.443	2.423	84620	98600	right	no	no	yes	no	no	no	phrase_5	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_6	110458	111804	0.333	0.708	0.708	2.855	4.29	4.29	0.787	0.719	0.719	0.195	0.612	0.612	5.15	6.504	6.504	94400	111160	left	no	no	yes	no	no	no	phrase_6	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_7	119253	121600	0.04	0.335	0.335	1.216	2.959	2.959	0.034	0.705	0.705	0.243	0.286	0.286	0.609	3.994	3.994	111960	112480	left	no	no	yes	no	no	first	phrase_7	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_8	121600	122280	0.353	0.025	0.025	1.686	0.637	0.637	0.723	0.074	0.074	0.433	0.263	0.263	3.751	0.741	0.741	165620	165620	left	yes	no	no	no	no	middle	phrase_7	L1	L1	L1-L1
0510_1700_C	0510_1700_A	0510_1700	0510_1700_CA	sem_9	122280	124788	0.903	0.123	0.123	5.997	2.252	2.252	1.568	0.071	0.071	0.615	0.335	0.335	5.04	1.348	1.348	173180	124240	left	no	no	yes	no	no	last	phrase_7	L1	L1	L1-L1
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_1	21754	22931	0.135	0.951	0.951	1.253	2.5	2.5	0.065	0.993	0.993	0.52	0.695	0.695	0.922	3.314	3.314	22200	22100	left	no	no	no	abstract	no	no	phrase_1	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_10	124403	127473	0.392	0.512	0.512	3.067	3.412	3.412	0.417	0.612	0.612	0.383	0.803	0.803	2.656	2.264	2.656	126320	126440	both	no	no	yes	no	no	no	phrase_5	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_11	157416	159750	0.114	0.506	0.506	1.215	2.932	2.932	0.006	0.85	0.85	0.314	0.43	0.43	0.882	3.325	3.325	157500	157420	left	no	no	yes	abstract	no	first	phrase_6	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_12	159750	160361	0.123	0.175	0.175	0.664	0.924	0.924	0.006	-0.048	-0.048	0.341	0.74	0.74	0.352	1.456	1.456	160360	160360	left	no	no	yes	no	no	middle	phrase_6	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_13	160361	161222	0.115	0.222	0.222	0.737	1.332	1.332	0.033	0.004	0.004	0.313	0.757	0.757	0.34	0.625	0.625	160420	160380	left	no	no	yes	no	no	middle	phrase_6	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_14	161222	163149	0.094	0.121	0.121	0.838	1.451	1.451	0.003	-0.016	-0.016	0.299	0.646	0.646	0.652	0.79	0.79	162980	161360	left	no	no	yes	abstract	no	last	phrase_6	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_15	164799	167149	0.412	0.455	0.455	1.995	2.48	2.48	0.409	0.685	0.685	0.397	0.543	0.543	2.295	2.125	2.295	165400	164900	both	no	no	yes	no	no	no	phrase_7	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_16	169949	171583	0.18	0.11	0.18	1.402	1.416	1.416	0.298	0.082	0.298	0.31	0.579	0.579	1.302	0.802	1.302	169960	170900	both	no	no	yes	no	no	first	phrase_8	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_17	171583	176666	0.19	0.468	0.468	4.247	4.887	4.887	0.277	0.46	0.46	0.416	0.676	0.676	1.921	2.312	2.312	171740	171960	both	no	no	yes	no	no	middle	phrase_8	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_18	176666	178610	0.241	0.157	0.241	1.684	2.179	2.179	0.295	0.159	0.295	0.685	0.396	0.685	1.871	2.463	2.463	177280	177020	both	no	no	yes	abstract	no	middle	phrase_8	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_19	178610	179866	0.579	0.075	0.579	2.641	1.135	2.641	0.791	0.028	0.791	0.587	0.369	0.587	2.492	1.017	2.492	179080	179860	both	no	no	yes	no	no	last	phrase_8	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_2	22931	24694	0.04	0.277	0.277	0.919	1.883	1.883	-0.091	0.471	0.471	0.367	0.433	0.433	0.626	1.677	1.677	23540	23220	left	no	no	yes	no	no	middle	phrase_1	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_20	190449	191599	0.443	0.063	0.443	1.713	1.102	1.713	0.866	-0.017	0.866	0.318	0.341	0.318	1.043	0.973	1.043	78580	191100	right	yes	no	no	no	no	no	phrase_9	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_21	196016	198083	0.151	0.44	0.44	1.604	2.29	2.29	0.33	0.745	0.745	0.403	0.513	0.513	1.922	1.471	1.922	197640	196020	both	no	no	yes	no	no	first	phrase_10	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_22	198083	199935	0.157	0.606	0.606	1.442	2.356	2.356	0.37	0.914	0.914	0.236	0.686	0.686	1.244	1.905	1.905	198960	94220	both	no	no	yes	no	no	middle	phrase_10	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_23	199935	202683	0.085	0.319	0.319	1.453	1.886	1.886	0.301	0.351	0.351	0.282	0.516	0.516	1.151	1.175	1.175	201760	202540	both	no	no	yes	concrete	no	last	phrase_10	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_24	203549	204542	0.187	0.383	0.383	1.343	1.608	1.608	0.42	0.341	0.42	0.464	0.508	0.508	1.102	1.091	1.102	204200	204120	both	no	no	yes	no	no	first	phrase_11	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_25	204542	205766	0.266	0.385	0.385	1.536	2.186	2.186	0.446	0.333	0.446	0.423	0.562	0.562	1.413	1.714	1.714	204760	205040	both	no	no	yes	no	no	last	phrase_11	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_26	211483	212633	0.129	0.17	0.17	1.386	1.286	1.386	0.245	0.087	0.245	0.28	0.43	0.43	1.23	1.534	1.534	212400	211760	both	no	no	yes	no	no	no	phrase_12	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_27	214483	215903	0.233	0.663	0.663	1.826	3.242	3.242	0.321	0.735	0.735	0.44	0.497	0.497	1.447	2.461	2.461	214760	214920	both	no	no	yes	no	no	first	phrase_13	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_28	215903	216819	0.149	0.27	0.27	1.772	1.254	1.772	0.29	0.213	0.29	0.425	0.464	0.464	1.665	1.28	1.665	216320	216320	both	no	no	yes	no	no	middle	phrase_13	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_29	216819	219166	0.233	0.39	0.39	2.296	2.263	2.296	0.396	0.529	0.529	0.351	0.418	0.418	1.782	2.233	2.233	217360	217440	both	no	no	yes	no	no	middle	phrase_13	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_3	24694	26701	0.059	0.435	0.435	1.417	2.413	2.413	-0.065	0.208	0.208	0.437	0.411	0.411	1.682	2.83	2.83	24880	9640	left	no	no	yes	abstract	no	middle	phrase_1	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_30	219166	220826	0.098	0.085	0.098	1.316	1.241	1.316	0.293	0.044	0.293	0.242	0.378	0.378	1.311	1.435	1.435	219540	220220	both	no	no	yes	no	no	last	phrase_13	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_31	221933	222875	0.092	0.098	0.098	0.906	0.675	0.906	0.193	0.083	0.193	0.468	0.369	0.468	1.396	0.798	1.396	222360	222860	both	no	no	yes	no	no	first	phrase_14	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_32	222875	223861	0.267	0.231	0.267	1.364	1.54	1.54	0.27	0.161	0.27	0.46	0.463	0.463	1.872	1.331	1.872	130020	223280	both	no	no	yes	no	no	middle	phrase_14	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_33	223861	225083	0.13	0.121	0.13	0.92	0.907	0.92	0.337	0.073	0.337	0.306	0.523	0.523	1.152	0.807	1.152	140120	224260	both	no	no	yes	no	no	middle	phrase_14	L1	L2	L1-L2
0510_1700_C	0510_1700_B	0510_1700	0510_1700_CB	sem_34	225083	226333	0.132	0.049	0.132	0.874	0.772	0.874	0.299	0.029	0.299	0.565	0.438	0.565	1.482	0.335	1.482	225960	226100	both	no	no	yes	no	no	middle	phrase_14	L1	L2	L1-L2
